Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-02T15:45:38.816Z","Included","claude-4.5-opus-high","Yes","8729","0","42892","363","51984","0.06"
"2025-12-02T15:45:32.166Z","Included","claude-4.5-opus-high","Yes","476","0","42416","8654","51546","0.17"
"2025-12-02T15:44:36.578Z","Included","claude-4.5-opus-high","Yes","4113","0","38303","240","42656","0.04"
"2025-12-02T15:44:31.797Z","Included","claude-4.5-opus-high","Yes","481","0","37822","4038","42341","0.09"
"2025-12-02T15:44:21.506Z","Included","claude-4.5-opus-high","Yes","561","0","37261","148","37970","0.02"
"2025-12-02T15:44:14.575Z","Included","claude-4.5-opus-high","Yes","621","0","36640","486","37747","0.02"
"2025-12-02T15:44:09.705Z","Included","claude-4.5-opus-high","Yes","23702","0","12938","275","36915","0.12"
"2025-12-02T15:44:09.649Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:44:07.720Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:44:07.142Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:44:06.692Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T15:44:02.563Z","Included","claude-4.5-opus-high","Yes","581","0","12357","321","13259","0.01"
"2025-12-02T15:43:58.271Z","Included","claude-4.5-opus-high","Yes","1085","1","11272","110","12468","0.01"
"2025-12-02T15:12:38.527Z","Included","claude-4.5-opus-high","Yes","2061","0","29165","504","31730","0.03"
"2025-12-02T15:12:34.209Z","Included","claude-4.5-opus-high","Yes","1575","0","27590","145","29310","0.02"
"2025-12-02T15:12:30.604Z","Included","claude-4.5-opus-high","Yes","101","0","27489","110","27700","0.01"
"2025-12-02T15:12:11.992Z","Included","claude-4.5-opus-high","Yes","1337","0","26152","77","27566","0.02"
"2025-12-02T15:12:06.660Z","Included","claude-4.5-opus-high","Yes","272","0","25880","1262","27414","0.03"
"2025-12-02T15:11:46.709Z","Included","claude-4.5-opus-high","Yes","1891","0","23989","197","26077","0.02"
"2025-12-02T15:11:40.858Z","Included","claude-4.5-opus-high","Yes","11847","0","12142","1816","25805","0.09"
"2025-12-02T15:11:37.482Z","Included","claude-4.5-opus-high","Yes","870","1","11272","76","12219","0.01"
"2025-12-02T14:42:28.678Z","Included","claude-4.5-opus-high","Yes","271","0","27717","351","28339","0.02"
"2025-12-02T14:42:06.680Z","Included","claude-4.5-opus-high","Yes","2074","0","25643","126","27843","0.02"
"2025-12-02T14:42:03.659Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:41:20.639Z","Included","claude-4.5-opus-high","Yes","5240","0","20403","1773","27416","0.06"
"2025-12-02T14:41:08.195Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:41:06.025Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:41:00.952Z","Included","claude-4.5-opus-high","Yes","256","0","20147","4925","25328","0.10"
"2025-12-02T14:40:59.286Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:40:52.383Z","Included","claude-4.5-opus-high","Yes","8002","0","12145","135","20282","0.04"
"2025-12-02T14:40:52.337Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:40:47.765Z","Included","claude-4.5-opus-high","Yes","164","0","11981","133","12278","0.01"
"2025-12-02T14:40:44.775Z","Included","claude-4.5-opus-high","Yes","182","1","11799","72","12054","0.01"
"2025-12-02T14:40:17.090Z","Errored, No Charge","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:40:14.423Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:40:08.033Z","Included","claude-4.5-opus-high","Yes","6807","0","22807","25","29639","0.04"
"2025-12-02T14:39:48.359Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:39:37.281Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:39:30.799Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:39:27.497Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:38:43.205Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:38:40.542Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:38:16.673Z","Included","claude-4.5-opus-high","Yes","1864","0","20943","6067","28874","0.13"
"2025-12-02T14:38:14.698Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T14:38:09.766Z","Included","claude-4.5-opus-high","Yes","223","0","20720","1528","22471","0.04"
"2025-12-02T14:38:03.958Z","Included","claude-4.5-opus-high","Yes","258","0","20462","123","20843","0.01"
"2025-12-02T14:37:58.883Z","Included","claude-4.5-opus-high","Yes","426","0","20036","136","20598","0.01"
"2025-12-02T14:37:52.211Z","Included","claude-4.5-opus-high","Yes","7862","0","12174","249","20285","0.04"
"2025-12-02T14:37:47.819Z","Included","claude-4.5-opus-high","Yes","184","0","11990","76","12250","0.01"
"2025-12-02T14:37:44.607Z","Included","claude-4.5-opus-high","Yes","718","1","11272","108","12099","0.01"
"2025-12-02T07:10:55.995Z","Included","claude-4.5-opus-high","Yes","2538","0","41907","136","44581","0.03"
"2025-12-02T07:10:52.770Z","Included","claude-4.5-opus-high","Yes","1525","0","40382","2463","44370","0.07"
"2025-12-02T07:10:46.664Z","Included","claude-4.5-opus-high","Yes","356","0","40026","133","40515","0.02"
"2025-12-02T07:10:40.722Z","Included","claude-4.5-opus-high","Yes","360","0","39666","281","40307","0.02"
"2025-12-02T07:10:32.749Z","Included","claude-4.5-opus-high","Yes","492","0","39174","285","39951","0.02"
"2025-12-02T07:10:28.131Z","Included","claude-4.5-opus-high","Yes","1084","0","38090","417","39591","0.03"
"2025-12-02T07:10:24.031Z","Included","claude-4.5-opus-high","Yes","1197","0","36893","110","38200","0.02"
"2025-12-02T07:10:20.384Z","Included","claude-4.5-opus-high","Yes","25621","193","11272","110","37196","0.12"
"2025-12-02T06:54:07.802Z","Included","claude-4.5-opus-high","Yes","962","0","35743","190","36895","0.02"
"2025-12-02T06:54:03.974Z","Included","claude-4.5-opus-high","Yes","854","0","34889","887","36630","0.03"
"2025-12-02T06:53:52.795Z","Included","claude-4.5-opus-high","Yes","1191","0","33698","110","34999","0.02"
"2025-12-02T06:53:48.703Z","Included","claude-4.5-opus-high","Yes","2022","0","31676","1116","34814","0.04"
"2025-12-02T06:53:44.883Z","Included","claude-4.5-opus-high","Yes","20404","227","11272","154","32057","0.10"
"2025-12-02T06:44:09.321Z","Included","claude-4.5-opus-high","Yes","313","0","30935","430","31678","0.02"
"2025-12-02T06:44:03.350Z","Included","claude-4.5-opus-high","Yes","361","0","30574","126","31061","0.01"
"2025-12-02T06:43:52.670Z","Included","claude-4.5-opus-high","Yes","677","0","29897","286","30860","0.02"
"2025-12-02T06:43:40.435Z","Included","claude-4.5-opus-high","Yes","842","0","29055","602","30499","0.03"
"2025-12-02T06:43:31.394Z","Included","claude-4.5-opus-high","Yes","512","0","28543","767","29822","0.03"
"2025-12-02T06:42:50.201Z","Included","claude-4.5-opus-high","Yes","2981","0","25562","323","28866","0.03"
"2025-12-02T06:42:32.117Z","Included","claude-4.5-opus-high","Yes","1330","0","24232","2906","28468","0.07"
"2025-12-02T06:42:23.839Z","Included","claude-4.5-opus-high","Yes","465","0","23767","1255","25487","0.03"
"2025-12-02T06:42:13.575Z","Included","claude-4.5-opus-high","Yes","735","0","23032","276","24043","0.02"
"2025-12-02T06:42:01.402Z","Included","claude-4.5-opus-high","Yes","653","0","22379","660","23692","0.02"
"2025-12-02T06:41:55.771Z","Included","claude-4.5-opus-high","Yes","504","0","21875","578","22957","0.02"
"2025-12-02T06:41:52.252Z","Included","claude-4.5-opus-high","Yes","9739","0","12136","226","22101","0.05"
"2025-12-02T06:41:51.810Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T06:41:51.253Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T06:41:48.143Z","Included","claude-4.5-opus-high","Yes","149","0","11987","194","12330","0.01"
"2025-12-02T06:41:45.575Z","Included","claude-4.5-opus-high","Yes","715","1","11272","72","12060","0.01"
"2025-12-02T06:21:50.209Z","Included","claude-4.5-opus-high","Yes","1986","0","32082","523","34591","0.03"
"2025-12-02T06:21:45.564Z","Included","claude-4.5-opus-high","Yes","413","0","31669","114","32196","0.02"
"2025-12-02T06:21:39.991Z","Included","claude-4.5-opus-high","Yes","201","0","31468","275","31944","0.02"
"2025-12-02T06:21:31.283Z","Included","claude-4.5-opus-high","Yes","540","0","30928","145","31613","0.02"
"2025-12-02T06:21:23.758Z","Included","claude-4.5-opus-high","Yes","405","0","30523","484","31412","0.02"
"2025-12-02T06:21:19.711Z","Included","claude-4.5-opus-high","Yes","517","0","30006","349","30872","0.02"
"2025-12-02T06:21:12.652Z","Included","claude-4.5-opus-high","Yes","3521","0","26485","334","30340","0.03"
"2025-12-02T06:21:08.246Z","Included","claude-4.5-opus-high","Yes","6000","0","20485","90","26575","0.04"
"2025-12-02T06:21:03.131Z","Included","claude-4.5-opus-high","Yes","8473","0","12012","97","20582","0.04"
"2025-12-02T06:21:01.487Z","Included","claude-4.5-opus-high","Yes","0","0","0","0","0","0.00"
"2025-12-02T06:20:59.065Z","Included","claude-4.5-opus-high","Yes","740","1","11272","246","12259","0.01"
"2025-12-01T08:53:15.709Z","Included","auto","No","20420","0","154880","8098","183398","0.11"
"2025-11-25T10:05:09.231Z","Included","claude-4.5-sonnet","Yes","320","0","56210","241","56771","0.03"
"2025-11-25T10:05:03.011Z","Included","claude-4.5-sonnet","Yes","360","0","55850","233","56443","0.03"
"2025-11-25T10:04:57.232Z","Included","claude-4.5-sonnet","Yes","1206","0","54644","273","56123","0.03"
"2025-11-25T10:04:52.190Z","Included","claude-4.5-sonnet","Yes","129","672","54515","187","55503","0.03"
"2025-11-25T10:02:01.685Z","Included","claude-4.5-sonnet","Yes","1368","0","53147","126","54641","0.03"
"2025-11-25T10:01:57.433Z","Included","claude-4.5-sonnet","Yes","296","906","52851","301","54354","0.03"
"2025-11-25T10:00:58.743Z","Included","claude-4.5-sonnet","Yes","408","0","52443","293","53144","0.03"
"2025-11-25T10:00:51.453Z","Included","claude-4.5-sonnet","Yes","6397","0","46046","321","52764","0.05"
"2025-11-25T10:00:45.927Z","Included","claude-4.5-sonnet","Yes","12688","1249","33358","224","47519","0.08"
"2025-11-25T10:00:08.806Z","Included","claude-4.5-sonnet","Yes","4024","0","40790","1195","46009","0.05"
"2025-11-25T09:59:57.851Z","Included","claude-4.5-sonnet","Yes","751","0","40039","119","40909","0.02"
"2025-11-25T09:59:48.352Z","Included","claude-4.5-sonnet","Yes","594","0","39445","664","40703","0.03"
"2025-11-25T09:59:36.145Z","Included","claude-4.5-sonnet","Yes","826","0","38619","433","39878","0.03"
"2025-11-25T09:59:30.450Z","Included","claude-4.5-sonnet","Yes","1223","1","37396","738","39358","0.03"
"2025-11-25T09:59:25.640Z","Included","claude-4.5-sonnet","Yes","4075","2","33321","104","37502","0.03"
"2025-11-25T09:59:24.377Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T09:59:19.205Z","Errored, No Charge","claude-4.5-sonnet","Yes","994","2","32327","241","33564","0.02"
"2025-11-25T09:59:18.545Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T09:59:13.565Z","Included","claude-4.5-sonnet","Yes","21188","551","11139","308","33186","0.11"
"2025-11-25T09:52:44.008Z","Included","claude-4.5-sonnet","Yes","3875","0","27727","687","32289","0.04"
"2025-11-25T09:52:36.369Z","Included","claude-4.5-sonnet","Yes","316","0","27411","117","27844","0.01"
"2025-11-25T09:52:31.999Z","Included","claude-4.5-sonnet","Yes","251","0","27160","229","27640","0.02"
"2025-11-25T09:52:25.471Z","Included","claude-4.5-sonnet","Yes","510","0","26650","122","27282","0.01"
"2025-11-25T09:52:19.694Z","Included","claude-4.5-sonnet","Yes","472","0","26178","349","26999","0.02"
"2025-11-25T09:52:10.776Z","Included","claude-4.5-sonnet","Yes","412","0","25766","122","26300","0.01"
"2025-11-25T09:52:05.647Z","Included","claude-4.5-sonnet","Yes","509","0","25257","325","26091","0.02"
"2025-11-25T09:51:57.687Z","Included","claude-4.5-sonnet","Yes","450","0","24807","122","25379","0.01"
"2025-11-25T09:51:53.355Z","Included","claude-4.5-sonnet","Yes","544","0","24263","363","25170","0.02"
"2025-11-25T09:51:48.163Z","Errored, No Charge","claude-4.5-sonnet","Yes","264","1","23999","138","24402","0.01"
"2025-11-25T09:51:41.357Z","Included","claude-4.5-sonnet","Yes","474","2","23525","175","24176","0.01"
"2025-11-25T09:51:36.190Z","Included","claude-4.5-sonnet","Yes","422","3","23103","386","23914","0.02"
"2025-11-25T09:51:28.113Z","Included","claude-4.5-sonnet","Yes","506","4","22597","334","23441","0.02"
"2025-11-25T09:51:19.778Z","Included","claude-4.5-sonnet","Yes","1989","5","20608","418","23020","0.02"
"2025-11-25T09:51:11.629Z","Included","claude-4.5-sonnet","Yes","265","6","20343","92","20706","0.01"
"2025-11-25T09:51:01.473Z","Included","claude-4.5-sonnet","Yes","9204","7","11139","218","20568","0.05"
"2025-11-25T09:51:00.923Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T09:51:00.267Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T09:50:56.782Z","Included","claude-4.5-sonnet","Yes","684","534","11139","350","12707","0.02"
"2025-11-25T08:44:51.557Z","Aborted, Not Charged","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T08:44:45.156Z","Errored, No Charge","claude-4.5-sonnet","Yes","1240","0","51350","0","52590","0.02"
"2025-11-25T08:44:35.835Z","Included","claude-4.5-sonnet","Yes","1332","0","50018","168","51518","0.03"
"2025-11-25T08:44:26.089Z","Included","claude-4.5-sonnet","Yes","375","0","49643","247","50265","0.02"
"2025-11-25T08:44:20.580Z","Included","claude-4.5-sonnet","Yes","359","0","49284","127","49770","0.02"
"2025-11-25T08:44:12.215Z","Included","claude-4.5-sonnet","Yes","864","0","48420","287","49571","0.03"
"2025-11-25T08:44:06.572Z","Included","claude-4.5-sonnet","Yes","358","0","48062","682","49102","0.03"
"2025-11-25T08:44:00.509Z","Included","claude-4.5-sonnet","Yes","843","0","47219","286","48348","0.03"
"2025-11-25T08:43:50.905Z","Included","claude-4.5-sonnet","Yes","364","0","46855","197","47416","0.02"
"2025-11-25T08:43:42.135Z","Included","claude-4.5-sonnet","Yes","1006","0","45849","116","46971","0.02"
"2025-11-25T08:43:34.414Z","Included","claude-4.5-sonnet","Yes","1298","0","44551","935","46784","0.04"
"2025-11-25T08:43:18.009Z","Included","claude-4.5-sonnet","Yes","1134","0","43417","141","44692","0.02"
"2025-11-25T08:43:07.173Z","Included","claude-4.5-sonnet","Yes","3686","0","39731","1062","44479","0.05"
"2025-11-25T08:42:59.685Z","Included","claude-4.5-sonnet","Yes","3820","0","35911","121","39852","0.03"
"2025-11-25T08:42:48.372Z","Included","claude-4.5-sonnet","Yes","1250","0","34661","305","36216","0.02"
"2025-11-25T08:42:39.646Z","Included","claude-4.5-sonnet","Yes","383","0","34278","167","34828","0.02"
"2025-11-25T08:42:09.375Z","Errored, No Charge","claude-4.5-sonnet","Yes","3226","0","31052","205","34483","0.03"
"2025-11-25T08:42:01.829Z","Included","claude-4.5-sonnet","Yes","251","0","30801","3203","34255","0.07"
"2025-11-25T08:41:53.834Z","Included","claude-4.5-sonnet","Yes","453","0","30348","183","30984","0.02"
"2025-11-25T08:41:45.831Z","Included","claude-4.5-sonnet","Yes","345","0","30003","187","30535","0.02"
"2025-11-25T08:41:39.910Z","Included","claude-4.5-sonnet","Yes","4384","0","25619","172","30175","0.03"
"2025-11-25T08:41:32.334Z","Included","claude-4.5-sonnet","Yes","322","0","25297","106","25725","0.01"
"2025-11-25T08:41:25.585Z","Included","claude-4.5-sonnet","Yes","342","0","24955","166","25463","0.01"
"2025-11-25T08:41:21.255Z","Included","claude-4.5-sonnet","Yes","287","1","24668","185","25141","0.01"
"2025-11-25T08:41:15.577Z","Included","claude-4.5-sonnet","Yes","304","1","24364","112","24781","0.01"
"2025-11-25T08:41:06.755Z","Included","claude-4.5-sonnet","Yes","1265","1","23099","149","24514","0.02"
"2025-11-25T08:41:01.518Z","Included","claude-4.5-sonnet","Yes","338","2","22761","133","23234","0.01"
"2025-11-25T08:40:56.156Z","Included","claude-4.5-sonnet","Yes","844","3","21917","264","23028","0.02"
"2025-11-25T08:40:51.965Z","Included","claude-4.5-sonnet","Yes","1885","3","20032","95","22015","0.02"
"2025-11-25T08:40:48.155Z","Included","claude-4.5-sonnet","Yes","175","4","19857","62","20098","0.01"
"2025-11-25T08:40:41.059Z","Included","claude-4.5-sonnet","Yes","1239","4","18618","138","19999","0.01"
"2025-11-25T08:40:34.816Z","Included","claude-4.5-sonnet","Yes","397","5","18221","143","18766","0.01"
"2025-11-25T08:40:27.188Z","Included","claude-4.5-sonnet","Yes","4296","6","13925","323","18550","0.03"
"2025-11-25T08:40:23.804Z","Included","claude-4.5-sonnet","Yes","2786","7","11139","92","14024","0.02"
"2025-11-25T08:40:23.336Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T08:40:19.670Z","Included","claude-4.5-sonnet","Yes","684","568","11139","168","12559","0.01"
"2025-11-25T08:01:11.980Z","Included","claude-4.5-sonnet","Yes","246","5","17342","132","17725","0.01"
"2025-11-25T08:01:06.479Z","Included","claude-4.5-sonnet","Yes","6203","7","11139","229","17578","0.04"
"2025-11-25T08:01:06.111Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T08:01:01.684Z","Included","claude-4.5-sonnet","Yes","555","358","11139","218","12270","0.01"
"2025-11-25T07:25:42.766Z","Included","claude-4.5-sonnet","Yes","533","0","43558","629","44720","0.03"
"2025-11-25T07:25:37.289Z","Included","claude-4.5-sonnet","Yes","312","0","43246","97","43655","0.02"
"2025-11-25T07:25:12.955Z","Included","claude-4.5-sonnet","Yes","1276","0","41970","76","43322","0.02"
"2025-11-25T07:25:07.884Z","Included","claude-4.5-sonnet","Yes","436","1","41534","1105","43076","0.04"
"2025-11-25T07:25:07.034Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T07:25:06.372Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T07:25:05.448Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T07:24:57.042Z","Included","claude-4.5-sonnet","Yes","333","0","41201","312","41846","0.02"
"2025-11-25T07:24:49.276Z","Included","claude-4.5-sonnet","Yes","569","0","40632","109","41310","0.02"
"2025-11-25T07:24:41.506Z","Included","claude-4.5-sonnet","Yes","188","0","40444","507","41139","0.02"
"2025-11-25T07:24:32.229Z","Included","claude-4.5-sonnet","Yes","462","0","39982","105","40549","0.02"
"2025-11-25T07:24:25.448Z","Included","claude-4.5-sonnet","Yes","294","0","39688","404","40386","0.02"
"2025-11-25T07:24:18.282Z","Included","claude-4.5-sonnet","Yes","335","0","39353","144","39832","0.02"
"2025-11-25T07:24:07.275Z","Included","claude-4.5-sonnet","Yes","580","0","38773","106","39459","0.02"
"2025-11-25T07:23:59.214Z","Included","claude-4.5-sonnet","Yes","210","0","38563","523","39296","0.02"
"2025-11-25T07:23:53.312Z","Included","claude-4.5-sonnet","Yes","335","0","38228","112","38675","0.02"
"2025-11-25T07:23:44.458Z","Included","claude-4.5-sonnet","Yes","263","0","37965","276","38504","0.02"
"2025-11-25T07:23:27.780Z","Included","claude-4.5-sonnet","Yes","1350","0","36615","113","38078","0.02"
"2025-11-25T07:23:19.712Z","Included","claude-4.5-sonnet","Yes","622","0","35993","1215","37830","0.04"
"2025-11-25T07:23:13.955Z","Included","claude-4.5-sonnet","Yes","1160","0","34833","566","36559","0.03"
"2025-11-25T07:23:05.895Z","Errored, No Charge","claude-4.5-sonnet","Yes","848","0","33985","89","34922","0.02"
"2025-11-25T07:22:55.817Z","Included","claude-4.5-sonnet","Yes","189","0","33796","499","34484","0.02"
"2025-11-25T07:22:48.053Z","Included","claude-4.5-sonnet","Yes","591","0","33205","106","33902","0.02"
"2025-11-25T07:22:42.338Z","Included","claude-4.5-sonnet","Yes","386","0","32819","419","33624","0.02"
"2025-11-25T07:22:37.225Z","Included","claude-4.5-sonnet","Yes","396","0","32423","138","32957","0.02"
"2025-11-25T07:22:30.587Z","Included","claude-4.5-sonnet","Yes","201","0","32222","75","32498","0.01"
"2025-11-25T07:22:20.718Z","Included","claude-4.5-sonnet","Yes","370","0","31852","139","32361","0.02"
"2025-11-25T07:22:12.394Z","Included","claude-4.5-sonnet","Yes","491","0","31361","110","31962","0.02"
"2025-11-25T07:22:01.140Z","Included","claude-4.5-sonnet","Yes","245","0","31116","355","31716","0.02"
"2025-11-25T07:21:52.399Z","Included","claude-4.5-sonnet","Yes","380","0","30736","150","31266","0.02"
"2025-11-25T07:21:48.136Z","Included","claude-4.5-sonnet","Yes","113","0","30623","141","30877","0.01"
"2025-11-25T07:21:33.864Z","Included","claude-4.5-sonnet","Yes","787","1","29836","95","30719","0.02"
"2025-11-25T07:21:27.519Z","Included","claude-4.5-sonnet","Yes","461","2","29375","726","30564","0.03"
"2025-11-25T07:21:20.842Z","Included","claude-4.5-sonnet","Yes","327","3","29048","290","29668","0.02"
"2025-11-25T07:21:14.474Z","Included","claude-4.5-sonnet","Yes","514","4","28534","270","29322","0.02"
"2025-11-25T07:20:49.528Z","Included","claude-4.5-sonnet","Yes","1704","5","26830","457","28996","0.03"
"2025-11-25T07:20:43.727Z","Included","claude-4.5-sonnet","Yes","1067","6","25763","1642","28478","0.04"
"2025-11-25T07:20:36.292Z","Included","claude-4.5-sonnet","Yes","10213","7","15550","179","25949","0.05"
"2025-11-25T07:20:35.087Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T07:20:30.222Z","Included","claude-4.5-sonnet","Yes","4411","7","11139","172","15729","0.03"
"2025-11-25T07:20:29.725Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T07:20:28.437Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T07:20:24.462Z","Included","claude-4.5-sonnet","Yes","555","495","11139","275","12464","0.01"
"2025-11-25T06:48:48.660Z","Included","claude-4.5-sonnet","Yes","99","0","53027","523","53649","0.03"
"2025-11-25T06:48:39.480Z","Included","claude-4.5-sonnet","Yes","186","0","52841","82","53109","0.02"
"2025-11-25T06:48:32.355Z","Included","claude-4.5-sonnet","Yes","396","0","52445","133","52974","0.02"
"2025-11-25T06:48:15.299Z","Included","claude-4.5-sonnet","Yes","1200","0","51245","108","52553","0.03"
"2025-11-25T06:48:07.565Z","Included","claude-4.5-sonnet","Yes","256","0","50989","1142","52387","0.04"
"2025-11-25T06:47:58.542Z","Included","claude-4.5-sonnet","Yes","372","0","50617","129","51118","0.02"
"2025-11-25T06:47:40.298Z","Included","claude-4.5-sonnet","Yes","1307","0","49310","109","50726","0.03"
"2025-11-25T06:47:30.765Z","Included","claude-4.5-sonnet","Yes","272","0","49038","1247","50557","0.04"
"2025-11-25T06:47:22.099Z","Included","claude-4.5-sonnet","Yes","263","0","48775","219","49257","0.02"
"2025-11-25T06:47:13.070Z","Included","claude-4.5-sonnet","Yes","372","0","48403","169","48944","0.02"
"2025-11-25T06:46:59.425Z","Included","claude-4.5-sonnet","Yes","1093","0","47310","119","48522","0.02"
"2025-11-25T06:46:48.949Z","Included","claude-4.5-sonnet","Yes","937","0","46373","1033","48343","0.04"
"2025-11-25T06:46:37.807Z","Included","claude-4.5-sonnet","Yes","597","0","45776","197","46570","0.02"
"2025-11-25T06:46:26.459Z","Included","claude-4.5-sonnet","Yes","200","0","45576","109","45885","0.02"
"2025-11-25T06:46:15.086Z","Included","claude-4.5-sonnet","Yes","1260","0","44316","117","45693","0.02"
"2025-11-25T06:46:08.054Z","Included","claude-4.5-sonnet","Yes","735","0","43581","1125","45441","0.04"
"2025-11-25T06:46:01.025Z","Included","claude-4.5-sonnet","Yes","3063","0","40518","96","43677","0.03"
"2025-11-25T06:45:52.614Z","Included","claude-4.5-sonnet","Yes","1065","0","39453","333","40851","0.02"
"2025-11-25T06:45:47.006Z","Included","claude-4.5-sonnet","Yes","439","0","39014","141","39594","0.02"
"2025-11-25T06:45:36.391Z","Included","claude-4.5-sonnet","Yes","713","0","38301","168","39182","0.02"
"2025-11-25T06:45:31.178Z","Included","claude-4.5-sonnet","Yes","248","0","38053","115","38416","0.02"
"2025-11-25T06:45:26.359Z","Included","claude-4.5-sonnet","Yes","265","0","37788","186","38239","0.02"
"2025-11-25T06:45:21.102Z","Included","claude-4.5-sonnet","Yes","394","0","37394","77","37865","0.02"
"2025-11-25T06:45:16.592Z","Included","claude-4.5-sonnet","Yes","967","0","36427","73","37467","0.02"
"2025-11-25T06:45:08.834Z","Included","claude-4.5-sonnet","Yes","445","0","35982","80","36507","0.02"
"2025-11-25T06:44:57.213Z","Included","claude-4.5-sonnet","Yes","1240","0","34742","112","36094","0.02"
"2025-11-25T06:44:49.807Z","Included","claude-4.5-sonnet","Yes","477","0","34265","1179","35921","0.04"
"2025-11-25T06:44:41.954Z","Included","claude-4.5-sonnet","Yes","185","0","34080","110","34375","0.02"
"2025-11-25T06:44:33.572Z","Included","claude-4.5-sonnet","Yes","425","0","33655","132","34212","0.02"
"2025-11-25T06:44:15.356Z","Included","claude-4.5-sonnet","Yes","1367","0","32288","127","33782","0.02"
"2025-11-25T06:44:09.676Z","Included","claude-4.5-sonnet","Yes","3769","1","28519","1196","33485","0.05"
"2025-11-25T06:44:03.846Z","Included","claude-4.5-sonnet","Yes","4729","2","23790","124","28645","0.03"
"2025-11-25T06:43:53.497Z","Included","claude-4.5-sonnet","Yes","215","3","23575","141","23934","0.01"
"2025-11-25T06:43:44.893Z","Included","claude-4.5-sonnet","Yes","1508","4","22067","131","23710","0.02"
"2025-11-25T06:43:35.512Z","Included","claude-4.5-sonnet","Yes","1184","5","20883","1446","23518","0.04"
"2025-11-25T06:43:30.784Z","Included","claude-4.5-sonnet","Yes","5811","7","15072","96","20986","0.03"
"2025-11-25T06:43:30.430Z","Included","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T06:43:25.524Z","Included","claude-4.5-sonnet","Yes","3933","7","11139","178","15257","0.02"
"2025-11-25T06:43:25.006Z","Errored, No Charge","claude-4.5-sonnet","Yes","0","0","0","0","0","0.00"
"2025-11-25T06:43:21.477Z","Included","claude-4.5-sonnet","Yes","519","364","11139","215","12237","0.01"
"2025-11-24T14:21:21.628Z","Included","claude-4.5-sonnet","Yes","220","0","20563","425","21208","0.02"
"2025-11-24T14:21:12.374Z","Included","claude-4.5-sonnet","Yes","872","1","19691","162","20726","0.01"
"2025-11-24T14:21:01.223Z","Included","claude-4.5-sonnet","Yes","1354","2","18337","815","20508","0.03"
"2025-11-24T14:20:57.666Z","Included","claude-4.5-sonnet","Yes","7198","465","11139","835","19637","0.05"
